Aconst,MeanError,MAE,MSE
118.9,0.21374999999999975,0.32475000000000004,0.15441875000000002
119.2,-0.05724999999999998,0.27524999999999994,0.10869875
119.05,0.07874999999999996,0.27675,0.11246375
119.13,0.006250000000000177,0.27125000000000005,0.10570874999999999
119.17,-0.02925000000000022,0.27075,0.10577875
119.15,-0.013250000000000206,0.27175,0.10618875000000001
119.14,-0.003750000000000142,0.27124999999999994,0.10579374999999998
119.13,0.006250000000000177,0.27125000000000005,0.10570874999999999
